1e-05	 -300000	9.9997e+09	
0.00101	 -2970.3	977326	
0.00201	 -1492.54	246026	
0.00301	 -996.678	109377	
0.00401	 -748.13	61440.6	
0.00501	 -598.803	39241.7	
0.00601	 -499.168	27186.3	
0.00701	 -427.96	19922	
0.00801	 -374.532	15211.5	
0.00901	 -332.963	11985.3	
0.01001	 -299.7	9680.33	
0.01101	 -272.48	7976.98	
0.01201	 -249.792	6683.1	
0.01301	 -230.592	5677.48	
0.01401	 -214.133	4880.63	
0.01501	 -199.867	4238.66	
0.01601	 -187.383	3713.99	
0.01701	 -176.367	3279.77	
0.01801	 -166.574	2916.42	
0.01901	 -157.812	2609.36	
0.02001	 -149.925	2347.58	
0.02101	 -142.789	2122.63	
0.02201	 -136.302	1927.94	
0.02301	 -130.378	1758.34	
0.02401	 -124.948	1609.72	
0.02501	 -119.952	1478.77	
0.02601	 -115.34	1362.81	
0.02701	 -111.07	1259.66	
0.02801	 -107.105	1167.5	
0.02901	 -103.413	1084.83	
0.03001	 -99.9667	1010.4	
0.03101	 -96.743	943.169	
0.03201	 -93.7207	882.232	
0.03301	 -90.8816	826.836	
0.03401	 -88.2094	776.334	
0.03501	 -85.6898	730.171	
0.03601	 -83.3102	687.867	
0.03701	 -81.0592	649.007	
0.03801	 -78.9266	613.23	
0.03901	 -76.9034	580.222	
0.04001	 -74.9813	549.707	
0.04101	 -73.1529	521.441	
0.04201	 -71.4116	495.212	
0.04301	 -69.7512	470.83	
0.04401	 -68.1663	448.128	
0.04501	 -66.6519	426.956	
0.04601	 -65.2032	407.181	
0.04701	 -63.8162	388.685	
0.04801	 -62.487	371.36	
0.04901	 -61.212	355.111	
0.05001	 -59.988	339.852	
0.05101	 -58.812	325.505	
0.05201	 -57.6812	311.999	
0.05301	 -56.5931	299.271	
0.05401	 -55.5453	287.263	
0.05501	 -54.5355	275.923	
0.05601	 -53.5619	265.202	
0.05701	 -52.6224	255.057	
0.05801	 -51.7152	245.448	
0.05901	 -50.8389	236.338	
0.06001	 -49.9917	227.694	
0.06101	 -49.1723	219.485	
0.06201	 -48.3793	211.683	
0.06301	 -47.6115	204.261	
0.06401	 -46.8677	197.197	
0.06501	 -46.1468	190.467	
0.06601	 -45.4477	184.051	
0.06701	 -44.7694	177.931	
0.06801	 -44.1112	172.088	
0.06901	 -43.472	166.507	
0.07001	 -42.851	161.172	
0.07101	 -42.2476	156.07	
0.07201	 -41.6609	151.187	
0.07301	 -41.0903	146.511	
0.07401	 -40.5351	142.031	
0.07501	 -39.9947	137.736	
0.07601	 -39.4685	133.616	
0.07701	 -38.956	129.663	
0.07801	 -38.4566	125.867	
0.07901	 -37.9699	122.22	
0.08001	 -37.4953	118.716	
0.08101	 -37.0325	115.346	
0.08201	 -36.5809	112.104	
0.08301	 -36.1402	108.984	
0.08401	 -35.71	105.98	
0.08501	 -35.29	103.086	
0.08601	 -34.8797	100.297	
0.08701	 -34.4788	97.6087	
0.08801	 -34.087	95.0159	
0.08901	 -33.7041	92.5143	
0.09001	 -33.3296	90.0998	
0.09101	 -32.9634	87.7685	
0.09201	 -32.6052	85.5167	
0.09301	 -32.2546	83.3409	
0.09401	 -31.9115	81.2378	
0.09501	 -31.5756	79.2044	
0.09601	 -31.2468	77.2376	
0.09701	 -30.9247	75.3347	
0.09801	 -30.6091	73.4929	
0.09901	 -30.3	71.7099	
0.10001	 -29.997	69.983	
0.10101	 -29.7	68.3102	
0.10201	 -29.4089	66.6892	
0.10301	 -29.1234	65.1179	
0.10401	 -28.8434	63.5945	
0.10501	 -28.5687	62.117	
0.10601	 -28.2992	60.6837	
0.10701	 -28.0348	59.2928	
0.10801	 -27.7752	57.9428	
0.10901	 -27.5204	56.6322	
0.11001	 -27.2703	55.3594	
0.11101	 -27.0246	54.1231	
0.11201	 -26.7833	52.9219	
0.11301	 -26.5463	51.7545	
0.11401	 -26.3135	50.6198	
0.11501	 -26.0847	49.5166	
0.11601	 -25.8598	48.4437	
0.11701	 -25.6388	47.4001	
0.11801	 -25.4216	46.3847	
0.11901	 -25.208	45.3967	
0.12001	 -24.9979	44.435	
0.12101	 -24.7913	43.4987	
0.12201	 -24.5882	42.5871	
0.12301	 -24.3883	41.6992	
0.12401	 -24.1916	40.8344	
0.12501	 -23.9981	39.9917	
0.12601	 -23.8076	39.1705	
0.12701	 -23.6202	38.3702	
0.12801	 -23.4357	37.59	
0.12901	 -23.254	36.8292	
0.13001	 -23.0752	36.0874	
0.13101	 -22.899	35.3638	
0.13201	 -22.7256	34.6579	
0.13301	 -22.5547	33.9691	
0.13401	 -22.3864	33.297	
0.13501	 -22.2206	32.641	
0.13601	 -22.0572	32.0006	
0.13701	 -21.8962	31.3754	
0.13801	 -21.7376	30.7648	
0.13901	 -21.5812	30.1685	
0.14001	 -21.427	29.5861	
0.14101	 -21.2751	29.0171	
0.14201	 -21.1253	28.4611	
0.14301	 -20.9776	27.9178	
0.14401	 -20.8319	27.3867	
0.14501	 -20.6882	26.8677	
0.14601	 -20.5465	26.3602	
0.14701	 -20.4068	25.864	
0.14801	 -20.2689	25.3787	
0.14901	 -20.1329	24.9041	
0.15001	 -19.9987	24.4399	
0.15101	 -19.8662	23.9857	
0.15201	 -19.7355	23.5413	
0.15301	 -19.6066	23.1065	
0.15401	 -19.4793	22.6809	
0.15501	 -19.3536	22.2644	
0.15601	 -19.2295	21.8566	
0.15701	 -19.1071	21.4574	
0.15801	 -18.9861	21.0665	
0.15901	 -18.8667	20.6837	
0.16001	 -18.7488	20.3088	
0.16101	 -18.6324	19.9416	
0.16201	 -18.5174	19.5819	
0.16301	 -18.4038	19.2295	
0.16401	 -18.2916	18.8842	
0.16501	 -18.1807	18.5458	
0.16601	 -18.0712	18.2142	
0.16701	 -17.963	17.8892	
0.16801	 -17.8561	17.5706	
0.16901	 -17.7504	17.2582	
0.17001	 -17.646	16.952	
0.17101	 -17.5428	16.6517	
0.17201	 -17.4408	16.3573	
0.17301	 -17.34	16.0685	
0.17401	 -17.2404	15.7853	
0.17501	 -17.1419	15.5075	
0.17601	 -17.0445	15.2349	
0.17701	 -16.9482	14.9675	
0.17801	 -16.853	14.7051	
0.17901	 -16.7588	14.4477	
0.18001	 -16.6657	14.195	
0.18101	 -16.5737	13.9471	
0.18201	 -16.4826	13.7037	
0.18301	 -16.3926	13.4647	
0.18401	 -16.3035	13.2302	
0.18501	 -16.2153	12.9999	
0.18601	 -16.1282	12.7738	
0.18701	 -16.0419	12.5518	
0.18801	 -15.9566	12.3337	
0.18901	 -15.8722	12.1196	
0.19001	 -15.7886	11.9093	
0.19101	 -15.706	11.7027	
0.19201	 -15.6242	11.4997	
0.19301	 -15.5432	11.3003	
0.19401	 -15.4631	11.1045	
0.19501	 -15.3838	10.912	
0.19601	 -15.3053	10.7228	
0.19701	 -15.2277	10.537	
0.19801	 -15.1508	10.3543	
0.19901	 -15.0746	10.1747	
0.20001	 -14.9993	9.99826	
