1	-2.71565	-0.129078
2	-0.195922	-0.0568808
3	-0.0736864	-0.0318243
4	-0.0384304	-0.0202973
5	-0.0235486	-0.0140616
6	-0.0158965	-0.0102623
7	-0.0114353	-0.00712715
8	-0.00824235	-0.00325843
9	-0.00462865	0.00156925
10	-3.53919e-05	0.00727806
11	0.0054779	0.0138141
12	0.0118467	0.021144
13	0.0190317	0.0292454
14	0.0270071	0.0381024
15	0.0357549	0.0477032
16	0.0452617	0.0580388
17	0.0555174	0.0691021
18	0.0665139	0.0808872
19	0.0782448	0.0933895
20	0.0907049	0.106605
21	0.10389	0.120531
22	0.117796	0.135164
23	0.132419	0.150502
24	0.147758	0.166544
25	0.16381	0.183287
26	0.180573	0.200729
27	0.198045	0.218871
28	0.216224	0.23771
29	0.23511	0.257245
30	0.254701	0.277477
31	0.274996	0.298404
32	0.295995	0.320026
33	0.317697	0.342344
34	0.340102	0.365358
35	0.363211	0.389068
36	0.387025	0.413478
37	0.411545	0.438592
38	0.436777	0.464416
39	0.462727	0.49096
40	0.489406	0.518241
41	0.516829	0.546284
42	0.545022	0.575126
43	0.574023	0.604822
44	0.603888	0.635451
45	0.634698	0.667125
46	0.666567	0.699996
47	0.699652	0.734259
48	0.734156	0.77014
49	0.770321	0.807841
50	0.808375	0.84741
51	0.848401	0.888439
52	0.89002	0.929619
53	0.931807	0.968713
54	0.970864	1.00421
55	1.00506	1.03556
56	1.03541	1.06037
57	1.06023	1.76826
58	1.76818	1.82239
59	2.10682	6.54973
60	6.54966	18.5979
