0.001	 0.000354	 -0.000123657	 8.13474e-05	 9.81844e-05	 0.000114594	 -0.000128052	 0.000139836	 0.000150563	 0.000160591	 -0.000170146	 0.000179375	 0.000188376	 0.000197214	 -0.000205937	 -0.000214576	 0.000223154	 -0.000231689	 -0.000240193	 -0.000248676	 0.000257145	 -0.000265606	 0.000274064	 -0.000282526	 0.000290995	 0.000299476	 0.000307975	 -0.000316499	 0.000325057	 0.000333659	 0.000342318	 0.000351051	 0.000359879	 0.000368831	 -0.000377939	 0.000387245	 0.0003968	 0.000406665	 0.000416909	 -0.000427612	 0.000438863	 -0.000450756	 -0.000463388	 0.000476858	 -0.000491278	 -0.000506788	 -0.000523606	 -0.000542087	 0.000562775	 -0.000586332	 -0.00061306	 0.000641332	 0.000663335	 -0.000655969	 0.000573215	 0.000376642	 0.000118665	 0.00210385	 1.41581e-09	 0.0168534	 -1.42482e-10	 
0.020999	 0.00810221	 -0.00282973	 0.00186148	 0.00224669	 0.00262208	 -0.00292986	 0.00319927	 0.00344443	 0.00367353	 -0.00389172	 0.00410235	 0.00430768	 0.0045092	 -0.00470796	 -0.0049047	 0.00509993	 -0.00529404	 -0.00548731	 -0.00567994	 0.0058721	 -0.00606392	 0.0062555	 -0.00644694	 0.00663833	 0.00682974	 0.00702128	 -0.00721306	 0.0074052	 0.00759787	 0.00779127	 0.00798567	 0.00818138	 0.00837884	 -0.00857855	 0.00878117	 0.00898748	 0.00919846	 0.00941524	 -0.00963914	 0.00987167	 -0.0101146	 -0.0103698	 0.0106398	 -0.0109277	 -0.0112383	 -0.0115792	 -0.0119631	 0.0124089	 -0.0129411	 -0.0135797	 0.0143035	 0.0149474	 -0.0149753	 0.0132677	 0.00882216	 0.00280091	 0.0596872	 3.88996e-08	 0.304095	 -2.48472e-09	 
0.040998	 0.0146594	 -0.00511856	 0.00336696	 0.00406355	 0.0047422	 -0.00529841	 0.00578505	 0.00622763	 0.00664095	 -0.00703434	 0.00741383	 0.00778346	 0.00814595	 -0.00850316	 -0.00885642	 0.00920663	 -0.00955448	 -0.00990044	 -0.0102449	 0.0105881	 -0.0109302	 0.0112714	 -0.0116119	 0.0119518	 0.0122912	 0.0126301	 -0.0129687	 0.0133072	 0.0136457	 0.0139844	 0.0143237	 0.0146637	 0.0150051	 -0.0153483	 0.0156942	 0.0160434	 0.0163972	 0.0167569	 -0.0171241	 0.0175007	 -0.0178894	 -0.0182931	 0.0187163	 -0.0191657	 -0.0196519	 -0.0201926	 -0.0208164	 0.0215668	 -0.022501	 -0.0236727	 0.0250667	 0.026407	 -0.0267241	 0.0239258	 0.0160503	 0.00512432	 0.121641	 7.75743e-08	 0.414536	 -3.23482e-09	 
0.060997	 0.0203325	 -0.00709689	 0.00466797	 0.00563339	 0.00657365	 -0.00734383	 0.00801723	 0.00862918	 0.00920019	 -0.00974314	 0.0102664	 0.0107755	 0.0112742	 -0.011765	 -0.0122498	 0.0127297	 -0.0132058	 -0.0136785	 -0.0141485	 0.0146159	 -0.0150811	 0.0155442	 -0.0160055	 0.0164649	 0.0169226	 0.0173786	 -0.0178331	 0.018286	 0.0187376	 0.0191879	 0.019637	 0.0200853	 0.0205328	 -0.0209801	 0.0214276	 0.0218759	 0.0223259	 0.0227785	 -0.0232352	 0.0236979	 -0.0241692	 -0.024653	 0.0251554	 -0.0256862	 -0.0262622	 -0.0269112	 -0.0276786	 0.0286328	 -0.0298648	 -0.0314658	 0.0334374	 0.0354253	 -0.0361075	 0.0325648	 0.0219797	 0.00704429	 0.177493	 1.1125e-07	 0.408327	 -2.97944e-09	 
0.080996	 0.0253637	 -0.00884887	 0.00581981	 0.00702289	 0.00819413	 -0.00915281	 0.00999029	 0.0107506	 0.0114592	 -0.0121321	 0.0127798	 0.013409	 0.0140245	 -0.0146293	 -0.0152256	 0.0158149	 -0.0163983	 -0.0169766	 -0.0175502	 0.0181195	 -0.0186848	 0.0192462	 -0.0198039	 0.0203578	 0.0209082	 0.0214548	 -0.0219978	 0.0225372	 0.0230728	 0.0236047	 0.0241328	 0.0246572	 0.0251779	 -0.025695	 0.0262085	 0.0267187	 0.027226	 0.0277309	 -0.0282344	 0.0287381	 -0.0292445	 -0.0297578	 0.0302854	 -0.0308399	 -0.0314434	 -0.0321327	 -0.0329679	 0.0340392	 -0.0354674	 -0.037377	 0.0397878	 0.0422898	 -0.043289	 0.0392158	 0.0265669	 0.00853401	 0.220395	 1.35992e-07	 0.332276	 -2.16698e-09	 
0.100995	 0.0299392	 -0.0104391	 0.00686492	 0.00828323	 0.00966328	 -0.0107919	 0.0117766	 0.0126695	 0.0135005	 -0.0142884	 0.0150455	 0.0157797	 0.0164964	 -0.0171993	 -0.0178909	 0.0185728	 -0.0192462	 -0.019912	 -0.0205706	 0.0212225	 -0.0218679	 0.0225068	 -0.0231394	 0.0237656	 0.0243854	 0.0249988	 -0.0256055	 0.0262055	 0.0267985	 0.0273845	 0.0279633	 0.0285345	 0.0290981	 -0.0296537	 0.0302011	 0.0307402	 0.0312709	 0.0317934	 -0.0323081	 0.0328161	 -0.0333198	 -0.0338237	 0.0343359	 -0.0348711	 -0.0354553	 -0.0361324	 -0.0369735	 0.0380854	 -0.0396109	 -0.041699	 0.044383	 0.0472132	 -0.0484029	 0.0439261	 0.0298028	 0.00958253	 0.246499	 1.4972e-07	 0.221732	 -1.12792e-09	 
0.120994	 0.034198	 -0.0119157	 0.00783487	 0.00945244	 0.0110254	 -0.0123103	 0.01343	 0.0144436	 0.0153853	 -0.0162765	 0.0171311	 0.017958	 0.0187633	 -0.0195511	 -0.0203241	 0.0210842	 -0.0218326	 -0.0225701	 -0.0232974	 0.0240146	 -0.0247219	 0.0254195	 -0.0261072	 0.026785	 0.0274527	 0.0281102	 -0.0287572	 0.0293935	 0.0300188	 0.0306327	 0.031235	 0.0318251	 0.0324028	 -0.0329674	 0.0335186	 0.034056	 0.0345789	 0.0350874	 -0.0355815	 0.036062	 -0.0365312	 -0.0369934	 0.0374573	 -0.0379389	 -0.0384665	 -0.0390885	 -0.0398827	 0.0409657	 -0.042493	 -0.0446269	 0.0474059	 0.0503527	 -0.0515656	 0.0467611	 0.0317103	 0.0101928	 0.254377	 1.51843e-07	 0.102324	 -9.36613e-11	 
0.140993	 0.038239	 -0.0133128	 0.00875211	 0.0105576	 0.0123119	 -0.0137432	 0.0149884	 0.0161136	 0.0171568	 -0.0181419	 0.019084	 0.0199933	 0.0208764	 -0.0217376	 -0.02258	 0.0234054	 -0.0242152	 -0.0250101	 -0.0257906	 0.026557	 -0.0273093	 0.0280476	 -0.0287716	 0.0294811	 0.030176	 0.0308559	 -0.0315204	 0.0321692	 0.032802	 0.0334182	 0.0340174	 0.0345991	 0.0351626	 -0.0357076	 0.0362332	 0.0367389	 0.0372242	 0.0376887	 -0.0381322	 0.0385557	 -0.0389609	 -0.0393525	 0.0397391	 -0.0401373	 -0.0405761	 -0.0411053	 -0.0418051	 0.0427949	 -0.0442331	 -0.0462833	 0.0489796	 0.0518275	 -0.0528848	 0.0478061	 0.0323401	 0.01038	 0.244498	 1.42922e-07	 -0.00842401	 7.86144e-10	 
0.160992	 0.0421291	 -0.0146533	 0.00963161	 0.0116166	 0.0135439	 -0.0151138	 0.0164771	 0.0177065	 0.0188435	 -0.0199143	 0.0209355	 0.021918	 0.022869	 -0.0237932	 -0.0246936	 0.0255723	 -0.0264305	 -0.027269	 -0.0280882	 0.0288882	 -0.0296689	 0.0304303	 -0.031172	 0.0318937	 0.0325951	 0.0332757	 -0.0339351	 0.0345728	 0.0351884	 0.0357812	 0.0363509	 0.0368967	 0.0374181	 -0.0379145	 0.0383853	 0.0388298	 0.0392475	 0.0396382	 -0.0400018	 0.040339	 -0.0406519	 -0.0409448	 0.0412264	 -0.0415127	 -0.0418322	 -0.0422336	 -0.0427947	 0.0436314	 -0.0448955	 -0.0467403	 0.0491868	 0.0517335	 -0.0524679	 0.0471664	 0.0317686	 0.0101694	 0.218747	 1.24368e-07	 -0.0996137	 1.42767e-09	 
0.180991	 0.0459084	 -0.015951	 0.0104823	 0.0126404	 0.0147336	 -0.0164359	 0.0179111	 0.019238	 0.020462	 -0.0216111	 0.0227035	 0.0237506	 0.0247602	 -0.0257372	 -0.0266847	 0.0276049	 -0.0284988	 -0.0293672	 -0.0302104	 0.0310283	 -0.0318209	 0.0325877	 -0.0333284	 0.0340426	 0.0347297	 0.0353892	 -0.0360206	 0.0366233	 0.0371967	 0.0377403	 0.0382536	 0.0387359	 0.0391868	 -0.0396057	 0.039992	 0.0403455	 0.0406657	 0.0409525	 -0.0412062	 0.0414278	 -0.0416194	 -0.0417853	 0.0419338	 -0.0420797	 -0.0422498	 -0.0424891	 -0.0428695	 0.0434971	 -0.0445094	 -0.0460394	 0.048088	 0.0501567	 -0.0504286	 0.0449683	 0.030094	 0.00959536	 0.179996	 9.8169e-08	 -0.165623	 1.79853e-09	 
0.20099	 0.0495974	 -0.0172124	 0.0113087	 0.0136341	 0.0158873	 -0.0177161	 0.0192973	 0.0207157	 0.02202	 -0.0232403	 0.0243958	 0.025499	 0.0265578	 -0.0275774	 -0.028561	 0.0295106	 -0.0304273	 -0.0313117	 -0.032164	 0.0329839	 -0.0337713	 0.0345255	 -0.0352462	 0.0359326	 0.0365842	 0.0372004	 -0.0377804	 0.0383238	 0.0388298	 0.0392981	 0.0397279	 0.0401189	 0.0404706	 -0.0407828	 0.041055	 0.0412873	 0.0414796	 0.0416323	 -0.041746	 0.041822	 -0.0418628	 -0.0418725	 0.0418587	 -0.0418351	 -0.0418251	 -0.0418684	 -0.0420279	 0.0423954	 -0.0430871	 -0.0442085	 0.0457355	 0.0471844	 -0.0468928	 0.0413582	 0.0274334	 0.00869894	 0.131724	 6.66472e-08	 -0.204892	 1.90477e-09	 
0.220989	 0.053201	 -0.018439	 0.0121115	 0.0145988	 0.0170059	 -0.0189555	 0.0206369	 0.0221405	 0.0235183	 -0.0248024	 0.0260131	 0.0271634	 0.0282617	 -0.0293133	 -0.0303214	 0.031288	 -0.032214	 -0.0331	 -0.0339459	 0.0347514	 -0.035516	 0.0362391	 -0.03692	 0.0375581	 0.0381525	 0.0387026	 -0.0392077	 0.0396671	 0.0400803	 0.0404468	 0.040766	 0.0410378	 0.0412619	 -0.0414381	 0.0415667	 0.0416479	 0.0416822	 0.0416704	 -0.0416137	 0.041514	 -0.041374	 -0.0411978	 0.0409923	 -0.0407692	 -0.0405484	 -0.0403627	 -0.0402638	 0.0403257	 -0.0406387	 -0.0412758	 0.0421862	 0.0429137	 -0.0420023	 0.0365018	 0.0239197	 0.0075269	 0.0776833	 3.22539e-08	 -0.218836	 1.77945e-09	 
