0.001	 -1000
0.100999	 -9.90109
0.200998	 -4.97517
0.300997	 -3.32229
0.400996	 -2.49379
0.500995	 -1.99603
0.600994	 -1.66391
0.700993	 -1.42655
0.800992	 -1.24845
0.900991	 -1.10989
1.00099	 -0.999011
1.10099	 -0.908274
1.20099	 -0.832648
1.30099	 -0.768647
1.40099	 -0.713783
1.50098	 -0.666229
1.60098	 -0.624616
1.70098	 -0.587895
1.80098	 -0.555253
1.90098	 -0.526044
2.00098	 -0.499755
2.10098	 -0.475969
2.20098	 -0.454343
2.30098	 -0.434598
2.40098	 -0.416497
2.50097	 -0.399844
2.60097	 -0.384471
2.70097	 -0.370237
2.80097	 -0.357019
2.90097	 -0.344712
3.00097	 -0.333226
3.10097	 -0.32248
3.20097	 -0.312405
3.30097	 -0.302942
3.40097	 -0.294034
3.50096	 -0.285636
3.60096	 -0.277703
3.70096	 -0.2702
3.80096	 -0.263091
3.90096	 -0.256347
4.00096	 -0.24994
4.10096	 -0.243845
4.20096	 -0.238041
4.30096	 -0.232506
4.40096	 -0.227223
4.50096	 -0.222175
4.60095	 -0.217346
4.70095	 -0.212723
4.80095	 -0.208292
4.90095	 -0.204042
5.00095	 -0.199962
5.10095	 -0.196042
5.20095	 -0.192273
5.30095	 -0.188646
5.40095	 -0.185153
5.50095	 -0.181787
5.60094	 -0.178541
5.70094	 -0.17541
5.80094	 -0.172386
5.90094	 -0.169464
6.00094	 -0.166641
6.10094	 -0.163909
6.20094	 -0.161266
6.30094	 -0.158707
6.40094	 -0.156227
6.50094	 -0.153824
6.60093	 -0.151494
6.70093	 -0.149233
6.80093	 -0.147039
6.90093	 -0.144908
7.00093	 -0.142838
7.10093	 -0.140827
7.20093	 -0.138871
7.30093	 -0.136969
7.40093	 -0.135118
7.50093	 -0.133317
7.60092	 -0.131563
7.70092	 -0.129855
7.80092	 -0.12819
7.90092	 -0.126568
8.00092	 -0.124986
8.10092	 -0.123443
8.20092	 -0.121938
8.30092	 -0.120469
8.40092	 -0.119035
8.50092	 -0.117634
8.60091	 -0.116267
8.70091	 -0.11493
8.80091	 -0.113625
8.90091	 -0.112348
9.00091	 -0.1111
9.10091	 -0.109879
9.20091	 -0.108685
9.30091	 -0.107516
9.40091	 -0.106373
9.50091	 -0.105253
9.6009	 -0.104157
9.7009	 -0.103083
9.8009	 -0.102031
9.9009	 -0.101001
10.0009	 -0.099991
10.1009	 -0.0990011
10.2009	 -0.0980306
10.3009	 -0.0970789
10.4009	 -0.0961456
10.5009	 -0.09523
10.6009	 -0.0943317
10.7009	 -0.0934501
10.8009	 -0.0925849
10.9009	 -0.0917356
11.0009	 -0.0909017
11.1009	 -0.0900829
11.2009	 -0.0892786
11.3009	 -0.0884886
11.4009	 -0.0877125
11.5009	 -0.0869498
11.6009	 -0.0862003
11.7009	 -0.0854636
11.8009	 -0.0847394
11.9009	 -0.0840274
12.0009	 -0.0833272
12.1009	 -0.0826386
12.2009	 -0.0819613
12.3009	 -0.081295
12.4009	 -0.0806395
12.5009	 -0.0799944
12.6009	 -0.0793596
12.7009	 -0.0787347
12.8009	 -0.0781197
12.9009	 -0.0775141
13.0009	 -0.0769179
13.1009	 -0.0763308
13.2009	 -0.0757526
13.3009	 -0.0751831
13.4009	 -0.074622
13.5009	 -0.0740693
13.6009	 -0.0735247
13.7009	 -0.0729881
13.8009	 -0.0724592
13.9009	 -0.071938
14.0009	 -0.0714242
14.1009	 -0.0709177
14.2009	 -0.0704183
14.3009	 -0.0699259
14.4009	 -0.0694403
14.5009	 -0.0689615
14.6009	 -0.0684891
14.7009	 -0.0680233
14.8009	 -0.0675637
14.9009	 -0.0671103
15.0009	 -0.0666629
15.1008	 -0.0662214
15.2008	 -0.0657858
15.3008	 -0.0653559
15.4008	 -0.0649315
15.5008	 -0.0645126
15.6008	 -0.0640991
15.7008	 -0.0636908
15.8008	 -0.0632878
15.9008	 -0.0628898
16.0008	 -0.0624967
16.1008	 -0.0621086
16.2008	 -0.0617252
16.3008	 -0.0613465
16.4008	 -0.0609725
16.5008	 -0.060603
16.6008	 -0.0602379
16.7008	 -0.0598773
16.8008	 -0.0595209
16.9008	 -0.0591687
17.0008	 -0.0588207
17.1008	 -0.0584767
17.2008	 -0.0581367
17.3008	 -0.0578007
17.4008	 -0.0574685
17.5008	 -0.0571402
17.6008	 -0.0568155
17.7008	 -0.0564945
17.8008	 -0.0561772
17.9008	 -0.0558634
18.0008	 -0.055553
18.1008	 -0.0552461
18.2008	 -0.0549426
18.3008	 -0.0546424
18.4008	 -0.0543454
18.5008	 -0.0540517
18.6008	 -0.0537611
18.7008	 -0.0534736
18.8008	 -0.0531892
18.9008	 -0.0529078
19.0008	 -0.0526293
19.1008	 -0.0523538
19.2008	 -0.0520811
19.3008	 -0.0518113
19.4008	 -0.0515443
19.5008	 -0.0512799
19.6008	 -0.0510183
19.7008	 -0.0507594
19.8008	 -0.050503
19.9008	 -0.0502492
20.0008	 -0.049998
20.1008	 -0.0497493
20.2008	 -0.049503
20.3008	 -0.0492591
20.4008	 -0.0490177
20.5008	 -0.0487786
20.6008	 -0.0485418
20.7008	 -0.0483073
20.8008	 -0.0480751
20.9008	 -0.0478451
21.0008	 -0.0476173
21.1008	 -0.0473916
21.2008	 -0.0471681
21.3008	 -0.0469466
21.4008	 -0.0467273
21.5008	 -0.0465099
21.6008	 -0.0462946
21.7008	 -0.0460813
21.8008	 -0.0458699
21.9008	 -0.0456605
22.0008	 -0.0454529
22.1008	 -0.0452473
22.2008	 -0.0450435
22.3008	 -0.0448415
22.4008	 -0.0446413
22.5008	 -0.0444429
22.6008	 -0.0442463
22.7008	 -0.0440514
22.8008	 -0.0438582
22.9008	 -0.0436667
23.0008	 -0.0434768
23.1008	 -0.0432886
23.2008	 -0.043102
23.3008	 -0.042917
23.4008	 -0.0427336
23.5008	 -0.0425518
23.6008	 -0.0423715
23.7008	 -0.0421927
23.8008	 -0.0420155
23.9008	 -0.0418397
24.0008	 -0.0416653
24.1008	 -0.0414925
24.2008	 -0.041321
24.3008	 -0.041151
